97,M97,63,24431763
98,M98,75,24448575
99,M99,128,24448128
100,M100,29,24435529
101,M101,85,24432585
102,M102,93,24432493
103,M103,91,24448091
104,M104,159,24448159
105,M105,38,24448438
106,M106,149,24448149
107,M107,209,24448209
108,M108,52,24447952
109,M109,19,24447819
110,M110,24,24448024
111,M111,20,24447920
112,M112,79,24447979
113,M113,67,24431767
114,M114,90,24432490
115,M115,12,24432512
116,M116,34,24432534
117,M117,69,24448369
118,M118,62,24448362
119,M119,87,24448387
120,M120,92,24448292
121,M121,31,24431531
122,M122,47,24431647
123,M123,44,24431544
124,M124,43,24431643
125,M125,53,24430253
126,M126,5,24431705
127,M127,39,24448339
128,M128,74,24448374
129,M129,187,24446320
130,M130,216,24448216
131,M131,169,24448368
132,M132,86,24448286
133,M133,26,24431926
134,M134,186,24432331
135,M135,185,24432324
136,M136,30,24432330
137,M137,184,24431863
138,M138,2,24431902
139,M139,27,24420627
140,M140,183,24432544
141,M141,81,24432581
142,M142,41,24418541
143,M143,45,24431645
144,M144,182,24432438
145,M145,180,26025052
146,M146,179,24432430
147,M147,178,24432352
148,M148,17,24431617
149,M149,65,24431565
150,M150,177,24431563
151,M151,61,24431561
152,M152,21,24431521
153,M153,176,24431562
154,M154,60,24420560
155,M155,175,24420547
156,M156,174,24430216
157,M157,222,24430222
158,M158,218,24430218
159,M159,70,24432570
160,M160,173,24432624
161,M161,37,24432537
162,M162,217,24430217
163,M163,48,24448648
164,M164,172,24431605
165,M165,171,24435721
166,M166,42,24448642
167,M167,66,24448066
168,M168,99,24447999
169,M169,108,24448108
170,M170,145,24448145
171,M171,78,24447978
172,M172,40,24448040
173,M173,130,24448130
174,M174,181,24448181
175,M175,170,24431517
176,M176,68,24430268
177,M177,168,24431642
178,M178,167,24431768
179,M179,133,24448133
180,M180,88,24447988
181,M181,166,24431762
182,M182,80,24432580
183,M183,10,24434910
184,M184,11,24431611
185,M185,10,24432810
186,M186,58,24432358
187,M187,165,24432541
188,M188,164,24434875
189,M189,163,24432319
190,M190,162,24432799
191,M191,161,24432424
192,M192,89,24432789
